Comunidades y Ciudades Autónomas	Naturaleza de la finca	Número e importe	Periodo	Total
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2015	194.088
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2014	181.261
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2013	216.480
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2012	420.870
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2011	474.400
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2010	523.826
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2009	889.384
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2008	748.020
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2007	951.011
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2006	830.300
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2005	634.624
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2004	527.944
07 Castilla y León	Total fincas rústicas	Importe de hipotecas	2003	374.139
07 Castilla y León	Viviendas	Número de hipotecas	2025	22.163
07 Castilla y León	Viviendas	Número de hipotecas	2024	17.769
07 Castilla y León	Viviendas	Número de hipotecas	2023	15.540
07 Castilla y León	Viviendas	Número de hipotecas	2022	18.328
07 Castilla y León	Viviendas	Número de hipotecas	2021	16.858
07 Castilla y León	Viviendas	Número de hipotecas	2020	13.666
07 Castilla y León	Viviendas	Número de hipotecas	2019	13.266
07 Castilla y León	Viviendas	Número de hipotecas	2018	12.784
07 Castilla y León	Viviendas	Número de hipotecas	2017	12.058
07 Castilla y León	Viviendas	Número de hipotecas	2016	11.280
07 Castilla y León	Viviendas	Número de hipotecas	2015	10.026
07 Castilla y León	Viviendas	Número de hipotecas	2014	9.046
07 Castilla y León	Viviendas	Número de hipotecas	2013	9.649
07 Castilla y León	Viviendas	Número de hipotecas	2012	14.641
07 Castilla y León	Viviendas	Número de hipotecas	2011	22.266
07 Castilla y León	Viviendas	Número de hipotecas	2010	32.642
07 Castilla y León	Viviendas	Número de hipotecas	2009	36.821
07 Castilla y León	Viviendas	Número de hipotecas	2008	46.527
07 Castilla y León	Viviendas	Número de hipotecas	2007	56.058
07 Castilla y León	Viviendas	Número de hipotecas	2006	56.931
07 Castilla y León	Viviendas	Número de hipotecas	2005	48.961
07 Castilla y León	Viviendas	Número de hipotecas	2004	47.414
07 Castilla y León	Viviendas	Número de hipotecas	2003	33.247
07 Castilla y León	Viviendas	Importe de hipotecas	2025	2.521.351
07 Castilla y León	Viviendas	Importe de hipotecas	2024	1.861.494
07 Castilla y León	Viviendas	Importe de hipotecas	2023	1.645.464
07 Castilla y León	Viviendas	Importe de hipotecas	2022	1.928.098
07 Castilla y León	Viviendas	Importe de hipotecas	2021	1.695.195
07 Castilla y León	Viviendas	Importe de hipotecas	2020	1.271.096
07 Castilla y León	Viviendas	Importe de hipotecas	2019	1.255.003
07 Castilla y León	Viviendas	Importe de hipotecas	2018	1.177.267
07 Castilla y León	Viviendas	Importe de hipotecas	2017	1.075.918
07 Castilla y León	Viviendas	Importe de hipotecas	2016	978.567
07 Castilla y León	Viviendas	Importe de hipotecas	2015	857.985
07 Castilla y León	Viviendas	Importe de hipotecas	2014	769.571
07 Castilla y León	Viviendas	Importe de hipotecas	2013	880.611
07 Castilla y León	Viviendas	Importe de hipotecas	2012	1.399.392
07 Castilla y León	Viviendas	Importe de hipotecas	2011	2.266.229
07 Castilla y León	Viviendas	Importe de hipotecas	2010	3.704.948
07 Castilla y León	Viviendas	Importe de hipotecas	2009	4.127.897
07 Castilla y León	Viviendas	Importe de hipotecas	2008	5.675.588
07 Castilla y León	Viviendas	Importe de hipotecas	2007	7.051.660
07 Castilla y León	Viviendas	Importe de hipotecas	2006	6.666.550
07 Castilla y León	Viviendas	Importe de hipotecas	2005	5.105.021
07 Castilla y León	Viviendas	Importe de hipotecas	2004	4.611.029
07 Castilla y León	Viviendas	Importe de hipotecas	2003	2.743.511
07 Castilla y León	Solares	Número de hipotecas	2025	252
07 Castilla y León	Solares	Número de hipotecas	2024	227
07 Castilla y León	Solares	Número de hipotecas	2023	267
07 Castilla y León	Solares	Número de hipotecas	2022	389
07 Castilla y León	Solares	Número de hipotecas	2021	458
07 Castilla y León	Solares	Número de hipotecas	2020	780
07 Castilla y León	Solares	Número de hipotecas	2019	654
07 Castilla y León	Solares	Número de hipotecas	2018	465
07 Castilla y León	Solares	Número de hipotecas	2017	386
07 Castilla y León	Solares	Número de hipotecas	2016	519
07 Castilla y León	Solares	Número de hipotecas	2015	518
07 Castilla y León	Solares	Número de hipotecas	2014	763
07 Castilla y León	Solares	Número de hipotecas	2013	676
07 Castilla y León	Solares	Número de hipotecas	2012	1.892
07 Castilla y León	Solares	Número de hipotecas	2011	2.713
07 Castilla y León	Solares	Número de hipotecas	2010	4.073
07 Castilla y León	Solares	Número de hipotecas	2009	6.193
07 Castilla y León	Solares	Número de hipotecas	2008	5.220
07 Castilla y León	Solares	Número de hipotecas	2007	6.055
07 Castilla y León	Solares	Número de hipotecas	2006	5.621
07 Castilla y León	Solares	Número de hipotecas	2005	3.674
07 Castilla y León	Solares	Número de hipotecas	2004	2.905
07 Castilla y León	Solares	Número de hipotecas	2003	2.715
07 Castilla y León	Solares	Importe de hipotecas	2025	189.292
07 Castilla y León	Solares	Importe de hipotecas	2024	90.591
07 Castilla y León	Solares	Importe de hipotecas	2023	213.364
07 Castilla y León	Solares	Importe de hipotecas	2022	192.099
07 Castilla y León	Solares	Importe de hipotecas	2021	183.478
07 Castilla y León	Solares	Importe de hipotecas	2020	137.917
07 Castilla y León	Solares	Importe de hipotecas	2019	152.415
07 Castilla y León	Solares	Importe de hipotecas	2018	171.038
07 Castilla y León	Solares	Importe de hipotecas	2017	141.042
07 Castilla y León	Solares	Importe de hipotecas	2016	208.419
07 Castilla y León	Solares	Importe de hipotecas	2015	76.007
07 Castilla y León	Solares	Importe de hipotecas	2014	138.069
07 Castilla y León	Solares	Importe de hipotecas	2013	153.794
07 Castilla y León	Solares	Importe de hipotecas	2012	310.856
07 Castilla y León	Solares	Importe de hipotecas	2011	515.142
07 Castilla y León	Solares	Importe de hipotecas	2010	845.069
07 Castilla y León	Solares	Importe de hipotecas	2009	1.284.570
07 Castilla y León	Solares	Importe de hipotecas	2008	1.671.454
07 Castilla y León	Solares	Importe de hipotecas	2007	2.474.536
07 Castilla y León	Solares	Importe de hipotecas	2006	2.278.762
07 Castilla y León	Solares	Importe de hipotecas	2005	1.706.210
07 Castilla y León	Solares	Importe de hipotecas	2004	1.369.994
07 Castilla y León	Solares	Importe de hipotecas	2003	366.434
07 Castilla y León	Otros	Número de hipotecas	2025	7.626
07 Castilla y León	Otros	Número de hipotecas	2024	5.271
07 Castilla y León	Otros	Número de hipotecas	2023	5.414
07 Castilla y León	Otros	Número de hipotecas	2022	6.269
07 Castilla y León	Otros	Número de hipotecas	2021	6.176
07 Castilla y León	Otros	Número de hipotecas	2020	5.452
07 Castilla y León	Otros	Número de hipotecas	2019	5.288
07 Castilla y León	Otros	Número de hipotecas	2018	4.982
07 Castilla y León	Otros	Número de hipotecas	2017	4.860
07 Castilla y León	Otros	Número de hipotecas	2016	4.544
07 Castilla y León	Otros	Número de hipotecas	2015	4.752
07 Castilla y León	Otros	Número de hipotecas	2014	5.063
07 Castilla y León	Otros	Número de hipotecas	2013	5.190
07 Castilla y León	Otros	Número de hipotecas	2012	9.030
07 Castilla y León	Otros	Número de hipotecas	2011	12.705
07 Castilla y León	Otros	Número de hipotecas	2010	20.126
07 Castilla y León	Otros	Número de hipotecas	2009	20.063
07 Castilla y León	Otros	Número de hipotecas	2008	20.335
07 Castilla y León	Otros	Número de hipotecas	2007	19.432
07 Castilla y León	Otros	Número de hipotecas	2006	18.721
07 Castilla y León	Otros	Número de hipotecas	2005	17.950
07 Castilla y León	Otros	Número de hipotecas	2004	17.051
07 Castilla y León	Otros	Número de hipotecas	2003	7.821
07 Castilla y León	Otros	Importe de hipotecas	2025	839.069
07 Castilla y León	Otros	Importe de hipotecas	2024	730.367
07 Castilla y León	Otros	Importe de hipotecas	2023	565.391
07 Castilla y León	Otros	Importe de hipotecas	2022	712.049
07 Castilla y León	Otros	Importe de hipotecas	2021	554.419
07 Castilla y León	Otros	Importe de hipotecas	2020	602.006
07 Castilla y León	Otros	Importe de hipotecas	2019	653.968
07 Castilla y León	Otros	Importe de hipotecas	2018	575.905
07 Castilla y León	Otros	Importe de hipotecas	2017	476.222
07 Castilla y León	Otros	Importe de hipotecas	2016	542.912
07 Castilla y León	Otros	Importe de hipotecas	2015	641.406
07 Castilla y León	Otros	Importe de hipotecas	2014	377.197
07 Castilla y León	Otros	Importe de hipotecas	2013	512.722
07 Castilla y León	Otros	Importe de hipotecas	2012	731.773
07 Castilla y León	Otros	Importe de hipotecas	2011	963.258
07 Castilla y León	Otros	Importe de hipotecas	2010	1.481.839
07 Castilla y León	Otros	Importe de hipotecas	2009	1.643.269
07 Castilla y León	Otros	Importe de hipotecas	2008	2.151.295
07 Castilla y León	Otros	Importe de hipotecas	2007	2.872.993
07 Castilla y León	Otros	Importe de hipotecas	2006	2.515.307
07 Castilla y León	Otros	Importe de hipotecas	2005	2.299.222
07 Castilla y León	Otros	Importe de hipotecas	2004	1.884.427
07 Castilla y León	Otros	Importe de hipotecas	2003	573.967
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2025	28.261
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2024	23.551
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2023	20.556
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2022	23.320
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2021	22.675
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2020	17.608
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2019	22.313
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2018	18.118
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2017	16.588
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2016	15.588
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2015	13.251
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2014	12.670
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2013	13.090
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2012	18.728
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2011	26.239
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2010	40.852
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2009	47.710
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2008	72.177
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2007	102.617
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2006	92.305
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2005	76.856
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2004	61.296
08 Castilla - La Mancha	Total fincas	Número de hipotecas	2003	45.681
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2025	3.588.391
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2024	2.641.031
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2023	2.647.099
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2022	2.659.754
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2021	2.732.894
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2020	1.756.474
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2019	2.068.371
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2018	1.897.297
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2017	1.717.080
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2016	1.545.047
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2015	1.306.829
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2014	1.284.904
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2013	1.230.486
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2012	2.087.478
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2011	2.724.380
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2010	4.700.223
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2009	6.201.999
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2008	10.264.259
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2007	14.444.851
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2006	13.015.964
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2005	9.856.632
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2004	6.524.425
08 Castilla - La Mancha	Total fincas	Importe de hipotecas	2003	4.058.139
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2025	861
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2024	1.184
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2023	874
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2022	1.272
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2021	1.123
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2020	1.180
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2019	1.682
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2018	1.740
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2017	1.489
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2016	1.632
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2015	1.670
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2014	1.965
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2013	1.338
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2012	1.733
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2011	3.029
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2010	3.282
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2009	3.793
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2008	2.433
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2007	2.938
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2006	2.344
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2005	2.436
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2004	2.323
08 Castilla - La Mancha	Total fincas rústicas	Número de hipotecas	2003	2.584
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2025	165.657
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2024	147.261
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2023	128.549
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2022	173.733
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2021	189.136
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2020	150.983
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2019	198.830
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2018	203.197
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2017	192.640
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2016	179.156
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2015	186.152
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2014	207.663
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2013	155.006
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2012	395.592
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2011	324.037
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2010	654.319
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2009	918.464
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2008	965.564
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2007	879.767
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2006	1.016.493
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2005	900.949
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2004	467.645
08 Castilla - La Mancha	Total fincas rústicas	Importe de hipotecas	2003	389.924
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2025	21.476
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2024	17.425
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2023	15.157
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2022	17.013
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2021	16.395
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2020	12.467
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2019	14.632
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2018	12.477
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2017	10.892
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2016	10.013
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2015	8.077
08 Castilla - La Mancha	Viviendas	Número de hipotecas	2014	7.182
