Municipio;Tipo de dato;Periodo;Total
21072 Valverde del Camino;Índice;2012;114,272
21072 Valverde del Camino;Índice;2011;113,835
21072 Valverde del Camino;Variación anual;2023;-0,2
21072 Valverde del Camino;Variación anual;2022;0,7
21072 Valverde del Camino;Variación anual;2021;-0,7
21072 Valverde del Camino;Variación anual;2020;0,8
21072 Valverde del Camino;Variación anual;2019;4,1
21072 Valverde del Camino;Variación anual;2018;6,5
21072 Valverde del Camino;Variación anual;2017;-0,7
21072 Valverde del Camino;Variación anual;2016;1,1
21072 Valverde del Camino;Variación anual;2015;-3,6
21072 Valverde del Camino;Variación anual;2014;-5,6
21072 Valverde del Camino;Variación anual;2013;-3,8
21072 Valverde del Camino;Variación anual;2012;0,4
21072 Valverde del Camino;Variación anual;2011;..
Resto Huelva;Índice;2023;112,145
Resto Huelva;Índice;2022;110,185
Resto Huelva;Índice;2021;108,569
Resto Huelva;Índice;2020;106,967
Resto Huelva;Índice;2019;104,899
Resto Huelva;Índice;2018;102,923
Resto Huelva;Índice;2017;103,804
Resto Huelva;Índice;2016;101,795
Resto Huelva;Índice;2015;100
Resto Huelva;Índice;2014;100,839
Resto Huelva;Índice;2013;101,667
Resto Huelva;Índice;2012;102,661
Resto Huelva;Índice;2011;105,261
Resto Huelva;Variación anual;2023;1,8
Resto Huelva;Variación anual;2022;1,5
Resto Huelva;Variación anual;2021;1,5
Resto Huelva;Variación anual;2020;2
Resto Huelva;Variación anual;2019;1,9
Resto Huelva;Variación anual;2018;-0,8
Resto Huelva;Variación anual;2017;2
Resto Huelva;Variación anual;2016;1,8
Resto Huelva;Variación anual;2015;-0,8
Resto Huelva;Variación anual;2014;-0,8
Resto Huelva;Variación anual;2013;-1
Resto Huelva;Variación anual;2012;-2,5
Resto Huelva;Variación anual;2011;..
22048 Barbastro;Índice;2023;119,59
22048 Barbastro;Índice;2022;117,191
22048 Barbastro;Índice;2021;114,416
22048 Barbastro;Índice;2020;111,841
22048 Barbastro;Índice;2019;109,008
22048 Barbastro;Índice;2018;106,116
22048 Barbastro;Índice;2017;103,673
22048 Barbastro;Índice;2016;101,569
22048 Barbastro;Índice;2015;100
22048 Barbastro;Índice;2014;100,587
22048 Barbastro;Índice;2013;102,282
22048 Barbastro;Índice;2012;104,655
22048 Barbastro;Índice;2011;105,878
22048 Barbastro;Variación anual;2023;2
22048 Barbastro;Variación anual;2022;2,4
22048 Barbastro;Variación anual;2021;2,3
22048 Barbastro;Variación anual;2020;2,6
22048 Barbastro;Variación anual;2019;2,7
22048 Barbastro;Variación anual;2018;2,4
22048 Barbastro;Variación anual;2017;2,1
22048 Barbastro;Variación anual;2016;1,6
22048 Barbastro;Variación anual;2015;-0,6
22048 Barbastro;Variación anual;2014;-1,7
22048 Barbastro;Variación anual;2013;-2,3
22048 Barbastro;Variación anual;2012;-1,2
22048 Barbastro;Variación anual;2011;..
22112 Fraga;Índice;2023;114,888
22112 Fraga;Índice;2022;113,169
22112 Fraga;Índice;2021;109,625
22112 Fraga;Índice;2020;108,255
22112 Fraga;Índice;2019;106,481
22112 Fraga;Índice;2018;102,908
22112 Fraga;Índice;2017;102,192
22112 Fraga;Índice;2016;100,073
22112 Fraga;Índice;2015;100
22112 Fraga;Índice;2014;98,627
22112 Fraga;Índice;2013;97,711
22112 Fraga;Índice;2012;97,685
22112 Fraga;Índice;2011;98,977
22112 Fraga;Variación anual;2023;1,5
22112 Fraga;Variación anual;2022;3,2
22112 Fraga;Variación anual;2021;1,3
22112 Fraga;Variación anual;2020;1,7
22112 Fraga;Variación anual;2019;3,5
22112 Fraga;Variación anual;2018;0,7
22112 Fraga;Variación anual;2017;2,1
22112 Fraga;Variación anual;2016;0,1
22112 Fraga;Variación anual;2015;1,4
22112 Fraga;Variación anual;2014;0,9
22112 Fraga;Variación anual;2013;0
22112 Fraga;Variación anual;2012;-1,3
22112 Fraga;Variación anual;2011;..
22125 Huesca;Índice;2023;120,594
22125 Huesca;Índice;2022;117,445
22125 Huesca;Índice;2021;114,297
22125 Huesca;Índice;2020;111,014
22125 Huesca;Índice;2019;109,23
22125 Huesca;Índice;2018;105,234
22125 Huesca;Índice;2017;103,305
22125 Huesca;Índice;2016;101,137
22125 Huesca;Índice;2015;100
22125 Huesca;Índice;2014;100,63
22125 Huesca;Índice;2013;102,304
22125 Huesca;Índice;2012;104,987
22125 Huesca;Índice;2011;107,265
22125 Huesca;Variación anual;2023;2,7
22125 Huesca;Variación anual;2022;2,8
22125 Huesca;Variación anual;2021;3
22125 Huesca;Variación anual;2020;1,6
22125 Huesca;Variación anual;2019;3,8
22125 Huesca;Variación anual;2018;1,9
22125 Huesca;Variación anual;2017;2,1
22125 Huesca;Variación anual;2016;1,1
22125 Huesca;Variación anual;2015;-0,6
22125 Huesca;Variación anual;2014;-1,6
22125 Huesca;Variación anual;2013;-2,6
22125 Huesca;Variación anual;2012;-2,1
22125 Huesca;Variación anual;2011;..
22130 Jaca;Índice;2023;112,951
22130 Jaca;Índice;2022;109,937
22130 Jaca;Índice;2021;106,747
22130 Jaca;Índice;2020;104,553
22130 Jaca;Índice;2019;103,523
22130 Jaca;Índice;2018;102,838
22130 Jaca;Índice;2017;99,509
22130 Jaca;Índice;2016;100,728
22130 Jaca;Índice;2015;100
22130 Jaca;Índice;2014;99,834
22130 Jaca;Índice;2013;101,199
22130 Jaca;Índice;2012;102,999
22130 Jaca;Índice;2011;106,035
22130 Jaca;Variación anual;2023;2,7
22130 Jaca;Variación anual;2022;3
22130 Jaca;Variación anual;2021;2,1
22130 Jaca;Variación anual;2020;1
22130 Jaca;Variación anual;2019;0,7
22130 Jaca;Variación anual;2018;3,3
22130 Jaca;Variación anual;2017;-1,2
22130 Jaca;Variación anual;2016;0,7
22130 Jaca;Variación anual;2015;0,2
22130 Jaca;Variación anual;2014;-1,3
22130 Jaca;Variación anual;2013;-1,7
22130 Jaca;Variación anual;2012;-2,9
22130 Jaca;Variación anual;2011;..
22158 Monzón;Índice;2023;113,891
22158 Monzón;Índice;2022;111,004
22158 Monzón;Índice;2021;108,071
22158 Monzón;Índice;2020;107,079
22158 Monzón;Índice;2019;104,979
22158 Monzón;Índice;2018;101,222
22158 Monzón;Índice;2017;100,046
22158 Monzón;Índice;2016;99,449
22158 Monzón;Índice;2015;100
22158 Monzón;Índice;2014;99,695
22158 Monzón;Índice;2013;100,748
22158 Monzón;Índice;2012;100,981
22158 Monzón;Índice;2011;102,532
22158 Monzón;Variación anual;2023;2,6
22158 Monzón;Variación anual;2022;2,7
22158 Monzón;Variación anual;2021;0,9
22158 Monzón;Variación anual;2020;2
22158 Monzón;Variación anual;2019;3,7
22158 Monzón;Variación anual;2018;1,2
22158 Monzón;Variación anual;2017;0,6
22158 Monzón;Variación anual;2016;-0,6
22158 Monzón;Variación anual;2015;0,3
22158 Monzón;Variación anual;2014;-1
22158 Monzón;Variación anual;2013;-0,2
22158 Monzón;Variación anual;2012;-1,5
22158 Monzón;Variación anual;2011;..
Resto Huesca;Índice;2023;113,906
Resto Huesca;Índice;2022;111,762
Resto Huesca;Índice;2021;108,811
Resto Huesca;Índice;2020;106,893
Resto Huesca;Índice;2019;105,472
Resto Huesca;Índice;2018;103,222
Resto Huesca;Índice;2017;101,389
Resto Huesca;Índice;2016;100,645
Resto Huesca;Índice;2015;100
Resto Huesca;Índice;2014;99,507
Resto Huesca;Índice;2013;101,203
Resto Huesca;Índice;2012;103,161
Resto Huesca;Índice;2011;106,02
Resto Huesca;Variación anual;2023;1,9
Resto Huesca;Variación anual;2022;2,7
Resto Huesca;Variación anual;2021;1,8
Resto Huesca;Variación anual;2020;1,3
Resto Huesca;Variación anual;2019;2,2
Resto Huesca;Variación anual;2018;1,8
Resto Huesca;Variación anual;2017;0,7
Resto Huesca;Variación anual;2016;0,6
Resto Huesca;Variación anual;2015;0,5
Resto Huesca;Variación anual;2014;-1,7
Resto Huesca;Variación anual;2013;-1,9
Resto Huesca;Variación anual;2012;-2,7
Resto Huesca;Variación anual;2011;..
23002 Alcalá la Real;Índice;2023;112,1
23002 Alcalá la Real;Índice;2022;111,102
23002 Alcalá la Real;Índice;2021;108,398
23002 Alcalá la Real;Índice;2020;106,381
23002 Alcalá la Real;Índice;2019;104,989
23002 Alcalá la Real;Índice;2018;103,343
23002 Alcalá la Real;Índice;2017;103,17
23002 Alcalá la Real;Índice;2016;100,554
23002 Alcalá la Real;Índice;2015;100
23002 Alcalá la Real;Índice;2014;99,476
23002 Alcalá la Real;Índice;2013;102,834
23002 Alcalá la Real;Índice;2012;102,139
23002 Alcalá la Real;Índice;2011;105,182
23002 Alcalá la Real;Variación anual;2023;0,9
23002 Alcalá la Real;Variación anual;2022;2,5
23002 Alcalá la Real;Variación anual;2021;1,9
23002 Alcalá la Real;Variación anual;2020;1,3
23002 Alcalá la Real;Variación anual;2019;1,6
23002 Alcalá la Real;Variación anual;2018;0,2
23002 Alcalá la Real;Variación anual;2017;2,6
23002 Alcalá la Real;Variación anual;2016;0,6
23002 Alcalá la Real;Variación anual;2015;0,5
23002 Alcalá la Real;Variación anual;2014;-3,3
23002 Alcalá la Real;Variación anual;2013;0,7
23002 Alcalá la Real;Variación anual;2012;-2,9
23002 Alcalá la Real;Variación anual;2011;..
23003 Alcaudete;Índice;2023;102,47
23003 Alcaudete;Índice;2022;102,329
23003 Alcaudete;Índice;2021;100,779
23003 Alcaudete;Índice;2020;101,702
23003 Alcaudete;Índice;2019;99,961
23003 Alcaudete;Índice;2018;100,897
23003 Alcaudete;Índice;2017;99,148
23003 Alcaudete;Índice;2016;102,315
23003 Alcaudete;Índice;2015;100
23003 Alcaudete;Índice;2014;103,938
23003 Alcaudete;Índice;2013;108,162
23003 Alcaudete;Índice;2012;109,873
23003 Alcaudete;Índice;2011;107,551
23003 Alcaudete;Variación anual;2023;0,1
23003 Alcaudete;Variación anual;2022;1,5
23003 Alcaudete;Variación anual;2021;-0,9
23003 Alcaudete;Variación anual;2020;1,7
23003 Alcaudete;Variación anual;2019;-0,9
23003 Alcaudete;Variación anual;2018;1,8
23003 Alcaudete;Variación anual;2017;-3,1
23003 Alcaudete;Variación anual;2016;2,3
23003 Alcaudete;Variación anual;2015;-3,8
23003 Alcaudete;Variación anual;2014;-3,9
23003 Alcaudete;Variación anual;2013;-1,6
23003 Alcaudete;Variación anual;2012;2,2
23003 Alcaudete;Variación anual;2011;..
23005 Andújar;Índice;2023;115,091
23005 Andújar;Índice;2022;113,264
23005 Andújar;Índice;2021;110,776
23005 Andújar;Índice;2020;109,288
23005 Andújar;Índice;2019;107,867
23005 Andújar;Índice;2018;105,891
23005 Andújar;Índice;2017;103,299
23005 Andújar;Índice;2016;102,369
23005 Andújar;Índice;2015;100
23005 Andújar;Índice;2014;98,186
23005 Andújar;Índice;2013;97,95
23005 Andújar;Índice;2012;98,103
23005 Andújar;Índice;2011;97,564
23005 Andújar;Variación anual;2023;1,6
23005 Andújar;Variación anual;2022;2,2
23005 Andújar;Variación anual;2021;1,4
23005 Andújar;Variación anual;2020;1,3
23005 Andújar;Variación anual;2019;1,9
23005 Andújar;Variación anual;2018;2,5
23005 Andújar;Variación anual;2017;0,9
23005 Andújar;Variación anual;2016;2,4
23005 Andújar;Variación anual;2015;1,8
23005 Andújar;Variación anual;2014;0,2
23005 Andújar;Variación anual;2013;-0,2
23005 Andújar;Variación anual;2012;0,6
23005 Andújar;Variación anual;2011;..
23009 Baeza;Índice;2023;117,873
23009 Baeza;Índice;2022;117,417
23009 Baeza;Índice;2021;115,002
23009 Baeza;Índice;2020;112,763
23009 Baeza;Índice;2019;111,834
23009 Baeza;Índice;2018;110,209
23009 Baeza;Índice;2017;105,807
23009 Baeza;Índice;2016;101,036
23009 Baeza;Índice;2015;100
23009 Baeza;Índice;2014;101,042
23009 Baeza;Índice;2013;105,393
23009 Baeza;Índice;2012;110,152
23009 Baeza;Índice;2011;115,458
23009 Baeza;Variación anual;2023;0,4
23009 Baeza;Variación anual;2022;2,1
23009 Baeza;Variación anual;2021;2
23009 Baeza;Variación anual;2020;0,8
23009 Baeza;Variación anual;2019;1,5
23009 Baeza;Variación anual;2018;4,2
23009 Baeza;Variación anual;2017;4,7
23009 Baeza;Variación anual;2016;1
23009 Baeza;Variación anual;2015;-1
23009 Baeza;Variación anual;2014;-4,1
23009 Baeza;Variación anual;2013;-4,3
23009 Baeza;Variación anual;2012;-4,6
23009 Baeza;Variación anual;2011;..
23010 Bailén;Índice;2023;103,462
23010 Bailén;Índice;2022;102,589
23010 Bailén;Índice;2021;103,006
23010 Bailén;Índice;2020;100,424
23010 Bailén;Índice;2019;101,353
23010 Bailén;Índice;2018;96,578
23010 Bailén;Índice;2017;95,193
23010 Bailén;Índice;2016;96,662
23010 Bailén;Índice;2015;100
23010 Bailén;Índice;2014;102,178
23010 Bailén;Índice;2013;101,94
23010 Bailén;Índice;2012;103,903
23010 Bailén;Índice;2011;102,89
23010 Bailén;Variación anual;2023;0,9
23010 Bailén;Variación anual;2022;-0,4
23010 Bailén;Variación anual;2021;2,6
23010 Bailén;Variación anual;2020;-0,9
23010 Bailén;Variación anual;2019;4,9
23010 Bailén;Variación anual;2018;1,5
23010 Bailén;Variación anual;2017;-1,5
23010 Bailén;Variación anual;2016;-3,3
23010 Bailén;Variación anual;2015;-2,1
23010 Bailén;Variación anual;2014;0,2
23010 Bailén;Variación anual;2013;-1,9
23010 Bailén;Variación anual;2012;1
23010 Bailén;Variación anual;2011;..
23024 Carolina, La;Índice;2023;109,703
23024 Carolina, La;Índice;2022;109,831
23024 Carolina, La;Índice;2021;107,428
23024 Carolina, La;Índice;2020;105,177
23024 Carolina, La;Índice;2019;106,833
23024 Carolina, La;Índice;2018;102,653
23024 Carolina, La;Índice;2017;100,388
23024 Carolina, La;Índice;2016;98,906
23024 Carolina, La;Índice;2015;100
23024 Carolina, La;Índice;2014;99,538
23024 Carolina, La;Índice;2013;96,459
23024 Carolina, La;Índice;2012;97,127
23024 Carolina, La;Índice;2011;101,551
23024 Carolina, La;Variación anual;2023;-0,1
23024 Carolina, La;Variación anual;2022;2,2
23024 Carolina, La;Variación anual;2021;2,1
23024 Carolina, La;Variación anual;2020;-1,6
23024 Carolina, La;Variación anual;2019;4,1
23024 Carolina, La;Variación anual;2018;2,3
23024 Carolina, La;Variación anual;2017;1,5
23024 Carolina, La;Variación anual;2016;-1,1
23024 Carolina, La;Variación anual;2015;0,5
23024 Carolina, La;Variación anual;2014;3,2
23024 Carolina, La;Variación anual;2013;-0,7
23024 Carolina, La;Variación anual;2012;-4,4
23024 Carolina, La;Variación anual;2011;..
23050 Jaén;Índice;2023;113,531
23050 Jaén;Índice;2022;111,864
23050 Jaén;Índice;2021;109,631
23050 Jaén;Índice;2020;107,639
23050 Jaén;Índice;2019;107,306
23050 Jaén;Índice;2018;104,663
23050 Jaén;Índice;2017;103,71
23050 Jaén;Índice;2016;101,841
23050 Jaén;Índice;2015;100
23050 Jaén;Índice;2014;101,273
23050 Jaén;Índice;2013;102,12
23050 Jaén;Índice;2012;104,985
23050 Jaén;Índice;2011;105,994
23050 Jaén;Variación anual;2023;1,5
23050 Jaén;Variación anual;2022;2
23050 Jaén;Variación anual;2021;1,9
23050 Jaén;Variación anual;2020;0,3
23050 Jaén;Variación anual;2019;2,5
23050 Jaén;Variación anual;2018;0,9
23050 Jaén;Variación anual;2017;1,8
23050 Jaén;Variación anual;2016;1,8
23050 Jaén;Variación anual;2015;-1,3
23050 Jaén;Variación anual;2014;-0,8
23050 Jaén;Variación anual;2013;-2,7
23050 Jaén;Variación anual;2012;-1
23050 Jaén;Variación anual;2011;..
23053 Jódar;Índice;2023;127,509
23053 Jódar;Índice;2022;128,232
23053 Jódar;Índice;2021;129,234
23053 Jódar;Índice;2020;121,981
23053 Jódar;Índice;2019;117,663
23053 Jódar;Índice;2018;114,268
23053 Jódar;Índice;2017;106,969
23053 Jódar;Índice;2016;101,777
23053 Jódar;Índice;2015;100
23053 Jódar;Índice;2014;111,155
23053 Jódar;Índice;2013;113,735
23053 Jódar;Índice;2012;118,577
23053 Jódar;Índice;2011;120,442
23053 Jódar;Variación anual;2023;-0,6
23053 Jódar;Variación anual;2022;-0,8
23053 Jódar;Variación anual;2021;5,9
23053 Jódar;Variación anual;2020;3,7
23053 Jódar;Variación anual;2019;3
23053 Jódar;Variación anual;2018;6,8
23053 Jódar;Variación anual;2017;5,1
23053 Jódar;Variación anual;2016;1,8
23053 Jódar;Variación anual;2015;-10
23053 Jódar;Variación anual;2014;-2,3
23053 Jódar;Variación anual;2013;-4,1
23053 Jódar;Variación anual;2012;-1,5
23053 Jódar;Variación anual;2011;..
23055 Linares;Índice;2023;106,718
23055 Linares;Índice;2022;105,054
23055 Linares;Índice;2021;103,835
23055 Linares;Índice;2020;103,347
23055 Linares;Índice;2019;103,306
23055 Linares;Índice;2018;101,035
23055 Linares;Índice;2017;102,162
23055 Linares;Índice;2016;101,585
23055 Linares;Índice;2015;100
23055 Linares;Índice;2014;102,579
23055 Linares;Índice;2013;102,382
23055 Linares;Índice;2012;104,881
23055 Linares;Índice;2011;107,634
23055 Linares;Variación anual;2023;1,6
23055 Linares;Variación anual;2022;1,2
23055 Linares;Variación anual;2021;0,5
23055 Linares;Variación anual;2020;0
23055 Linares;Variación anual;2019;2,2
23055 Linares;Variación anual;2018;-1,1
23055 Linares;Variación anual;2017;0,6
23055 Linares;Variación anual;2016;1,6
23055 Linares;Variación anual;2015;-2,5
23055 Linares;Variación anual;2014;0,2
23055 Linares;Variación anual;2013;-2,4
23055 Linares;Variación anual;2012;-2,6
23055 Linares;Variación anual;2011;..
23058 Mancha Real;Índice;2023;107,853
23058 Mancha Real;Índice;2022;107,364
23058 Mancha Real;Índice;2021;107,201
23058 Mancha Real;Índice;2020;104,513
23058 Mancha Real;Índice;2019;103,444
23058 Mancha Real;Índice;2018;103,999
23058 Mancha Real;Índice;2017;104,873
23058 Mancha Real;Índice;2016;101,733
23058 Mancha Real;Índice;2015;100
23058 Mancha Real;Índice;2014;96,657
23058 Mancha Real;Índice;2013;103,323
23058 Mancha Real;Índice;2012;105,846
23058 Mancha Real;Índice;2011;106,762
23058 Mancha Real;Variación anual;2023;0,5
23058 Mancha Real;Variación anual;2022;0,2
23058 Mancha Real;Variación anual;2021;2,6
23058 Mancha Real;Variación anual;2020;1
23058 Mancha Real;Variación anual;2019;-0,5
23058 Mancha Real;Variación anual;2018;-0,8
23058 Mancha Real;Variación anual;2017;3,1
23058 Mancha Real;Variación anual;2016;1,7
23058 Mancha Real;Variación anual;2015;3,5
23058 Mancha Real;Variación anual;2014;-6,5
23058 Mancha Real;Variación anual;2013;-2,4
23058 Mancha Real;Variación anual;2012;-0,9
23058 Mancha Real;Variación anual;2011;..
23060 Martos;Índice;2023;112,981
23060 Martos;Índice;2022;114,325
23060 Martos;Índice;2021;113,082
23060 Martos;Índice;2020;111,047
23060 Martos;Índice;2019;112,577
23060 Martos;Índice;2018;108,95
23060 Martos;Índice;2017;106,368
23060 Martos;Índice;2016;102,725
23060 Martos;Índice;2015;100
23060 Martos;Índice;2014;98,162
23060 Martos;Índice;2013;98,026
23060 Martos;Índice;2012;97,333
23060 Martos;Índice;2011;103,94
23060 Martos;Variación anual;2023;-1,2
23060 Martos;Variación anual;2022;1,1
23060 Martos;Variación anual;2021;1,8
23060 Martos;Variación anual;2020;-1,4
23060 Martos;Variación anual;2019;3,3
23060 Martos;Variación anual;2018;2,4
23060 Martos;Variación anual;2017;3,5
23060 Martos;Variación anual;2016;2,7
23060 Martos;Variación anual;2015;1,9
23060 Martos;Variación anual;2014;0,1
23060 Martos;Variación anual;2013;0,7
23060 Martos;Variación anual;2012;-6,4
23060 Martos;Variación anual;2011;..
23086 Torredelcampo;Índice;2023;115,293
23086 Torredelcampo;Índice;2022;112,812
23086 Torredelcampo;Índice;2021;111,582
23086 Torredelcampo;Índice;2020;109,62
23086 Torredelcampo;Índice;2019;108,587
23086 Torredelcampo;Índice;2018;103,945
23086 Torredelcampo;Índice;2017;101,736
23086 Torredelcampo;Índice;2016;100,726
