Total Nacional;Comunidades y Ciudades Autónomas;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;02 Aragón;(90-120];Variación anual;2014;-1,2
Total Nacional;02 Aragón;(90-120];Variación anual;2013;-2,7
Total Nacional;02 Aragón;(90-120];Variación anual;2012;-1,8
Total Nacional;02 Aragón;(90-120];Variación anual;2011;..
Total Nacional;02 Aragón;(120-150];Índice;2023;113,109
Total Nacional;02 Aragón;(120-150];Índice;2022;110,767
Total Nacional;02 Aragón;(120-150];Índice;2021;108,367
Total Nacional;02 Aragón;(120-150];Índice;2020;106,794
Total Nacional;02 Aragón;(120-150];Índice;2019;105,739
Total Nacional;02 Aragón;(120-150];Índice;2018;103,352
Total Nacional;02 Aragón;(120-150];Índice;2017;101,681
Total Nacional;02 Aragón;(120-150];Índice;2016;100,802
Total Nacional;02 Aragón;(120-150];Índice;2015;100
Total Nacional;02 Aragón;(120-150];Índice;2014;100,218
Total Nacional;02 Aragón;(120-150];Índice;2013;101,454
Total Nacional;02 Aragón;(120-150];Índice;2012;103,325
Total Nacional;02 Aragón;(120-150];Índice;2011;103,617
Total Nacional;02 Aragón;(120-150];Variación anual;2023;2,1
Total Nacional;02 Aragón;(120-150];Variación anual;2022;2,2
Total Nacional;02 Aragón;(120-150];Variación anual;2021;1,5
Total Nacional;02 Aragón;(120-150];Variación anual;2020;1
Total Nacional;02 Aragón;(120-150];Variación anual;2019;2,3
Total Nacional;02 Aragón;(120-150];Variación anual;2018;1,6
Total Nacional;02 Aragón;(120-150];Variación anual;2017;0,9
Total Nacional;02 Aragón;(120-150];Variación anual;2016;0,8
Total Nacional;02 Aragón;(120-150];Variación anual;2015;-0,2
Total Nacional;02 Aragón;(120-150];Variación anual;2014;-1,2
Total Nacional;02 Aragón;(120-150];Variación anual;2013;-1,8
Total Nacional;02 Aragón;(120-150];Variación anual;2012;-0,3
Total Nacional;02 Aragón;(120-150];Variación anual;2011;..
Total Nacional;02 Aragón;>150;Índice;2023;108,932
Total Nacional;02 Aragón;>150;Índice;2022;106,983
Total Nacional;02 Aragón;>150;Índice;2021;104,371
Total Nacional;02 Aragón;>150;Índice;2020;102,652
Total Nacional;02 Aragón;>150;Índice;2019;102,427
Total Nacional;02 Aragón;>150;Índice;2018;102,102
Total Nacional;02 Aragón;>150;Índice;2017;100,946
Total Nacional;02 Aragón;>150;Índice;2016;100,36
Total Nacional;02 Aragón;>150;Índice;2015;100
Total Nacional;02 Aragón;>150;Índice;2014;99,555
Total Nacional;02 Aragón;>150;Índice;2013;101,077
Total Nacional;02 Aragón;>150;Índice;2012;102,245
Total Nacional;02 Aragón;>150;Índice;2011;104,655
Total Nacional;02 Aragón;>150;Variación anual;2023;1,8
Total Nacional;02 Aragón;>150;Variación anual;2022;2,5
Total Nacional;02 Aragón;>150;Variación anual;2021;1,7
Total Nacional;02 Aragón;>150;Variación anual;2020;0,2
Total Nacional;02 Aragón;>150;Variación anual;2019;0,3
Total Nacional;02 Aragón;>150;Variación anual;2018;1,1
Total Nacional;02 Aragón;>150;Variación anual;2017;0,6
Total Nacional;02 Aragón;>150;Variación anual;2016;0,4
Total Nacional;02 Aragón;>150;Variación anual;2015;0,4
Total Nacional;02 Aragón;>150;Variación anual;2014;-1,5
Total Nacional;02 Aragón;>150;Variación anual;2013;-1,1
Total Nacional;02 Aragón;>150;Variación anual;2012;-2,3
Total Nacional;02 Aragón;>150;Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;Total;Índice;2023;111,921
Total Nacional;03 Asturias, Principado de;Total;Índice;2022;109,909
Total Nacional;03 Asturias, Principado de;Total;Índice;2021;107,998
Total Nacional;03 Asturias, Principado de;Total;Índice;2020;106,446
Total Nacional;03 Asturias, Principado de;Total;Índice;2019;105,52
Total Nacional;03 Asturias, Principado de;Total;Índice;2018;103,399
Total Nacional;03 Asturias, Principado de;Total;Índice;2017;102,187
Total Nacional;03 Asturias, Principado de;Total;Índice;2016;101,202
Total Nacional;03 Asturias, Principado de;Total;Índice;2015;100
Total Nacional;03 Asturias, Principado de;Total;Índice;2014;100,339
Total Nacional;03 Asturias, Principado de;Total;Índice;2013;100,732
Total Nacional;03 Asturias, Principado de;Total;Índice;2012;102,74
Total Nacional;03 Asturias, Principado de;Total;Índice;2011;103,079
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2023;1,8
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2022;1,8
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2021;1,5
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2020;0,9
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2019;2,1
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2018;1,2
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2017;1
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2016;1,2
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2015;-0,3
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2014;-0,4
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2013;-2
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2012;-0,3
Total Nacional;03 Asturias, Principado de;Total;Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;<=60;Índice;2023;113,701
Total Nacional;03 Asturias, Principado de;<=60;Índice;2022;111,449
Total Nacional;03 Asturias, Principado de;<=60;Índice;2021;109,381
Total Nacional;03 Asturias, Principado de;<=60;Índice;2020;107,695
Total Nacional;03 Asturias, Principado de;<=60;Índice;2019;106,511
Total Nacional;03 Asturias, Principado de;<=60;Índice;2018;104,105
Total Nacional;03 Asturias, Principado de;<=60;Índice;2017;102,351
Total Nacional;03 Asturias, Principado de;<=60;Índice;2016;101,138
Total Nacional;03 Asturias, Principado de;<=60;Índice;2015;100
Total Nacional;03 Asturias, Principado de;<=60;Índice;2014;100,621
Total Nacional;03 Asturias, Principado de;<=60;Índice;2013;101,45
Total Nacional;03 Asturias, Principado de;<=60;Índice;2012;104,109
Total Nacional;03 Asturias, Principado de;<=60;Índice;2011;105,262
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2023;2
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2022;1,9
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2021;1,6
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2020;1,1
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2019;2,3
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2018;1,7
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2017;1,2
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2016;1,1
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2015;-0,6
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2014;-0,8
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2013;-2,6
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2012;-1,1
Total Nacional;03 Asturias, Principado de;<=60;Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2023;112,367
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2022;110,243
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2021;108,254
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2020;106,694
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2019;105,788
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2018;103,293
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2017;102,259
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2016;101,155
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2015;100
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2014;100,343
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2013;100,738
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2012;102,92
Total Nacional;03 Asturias, Principado de;(60-75];Índice;2011;103,186
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2023;1,9
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2022;1,8
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2021;1,5
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2020;0,9
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2019;2,4
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2018;1
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2017;1,1
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2016;1,2
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2015;-0,3
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2014;-0,4
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2013;-2,1
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2012;-0,3
Total Nacional;03 Asturias, Principado de;(60-75];Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2023;111,714
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2022;109,813
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2021;108,056
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2020;106,555
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2019;105,696
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2018;103,682
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2017;102,445
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2016;101,556
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2015;100
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2014;100,458
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2013;100,629
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2012;102,608
Total Nacional;03 Asturias, Principado de;(75-90];Índice;2011;102,416
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2023;1,7
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2022;1,6
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2021;1,4
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2020;0,8
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2019;1,9
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2018;1,2
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2017;0,9
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2016;1,6
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2015;-0,5
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2014;-0,2
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2013;-1,9
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2012;0,2
Total Nacional;03 Asturias, Principado de;(75-90];Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2023;110,129
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2022;108,311
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2021;106,59
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2020;105,182
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2019;104,539
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2018;102,645
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2017;101,664
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2016;100,917
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2015;100
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2014;100,123
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2013;100,613
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2012;101,973
Total Nacional;03 Asturias, Principado de;(90-120];Índice;2011;102,055
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2023;1,7
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2022;1,6
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2021;1,3
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2020;0,6
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2019;1,8
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2018;1
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2017;0,7
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2016;0,9
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2015;-0,1
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2014;-0,5
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2013;-1,3
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2012;-0,1
Total Nacional;03 Asturias, Principado de;(90-120];Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2023;110,499
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2022;108,296
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2021;106,505
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2020;104,435
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2019;103,328
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2018;101,878
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2017;101,923
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2016;100,733
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2015;100
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2014;99,877
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2013;99,56
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2012;101,423
Total Nacional;03 Asturias, Principado de;(120-150];Índice;2011;101,923
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2023;2
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2022;1,7
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2021;2
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2020;1,1
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2019;1,4
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2018;0
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2017;1,2
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2016;0,7
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2015;0,1
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2014;0,3
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2013;-1,8
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2012;-0,5
Total Nacional;03 Asturias, Principado de;(120-150];Variación anual;2011;..
Total Nacional;03 Asturias, Principado de;>150;Índice;2023;110,274
Total Nacional;03 Asturias, Principado de;>150;Índice;2022;109,001
Total Nacional;03 Asturias, Principado de;>150;Índice;2021;106,258
Total Nacional;03 Asturias, Principado de;>150;Índice;2020;105,01
Total Nacional;03 Asturias, Principado de;>150;Índice;2019;103,646
Total Nacional;03 Asturias, Principado de;>150;Índice;2018;103,524
Total Nacional;03 Asturias, Principado de;>150;Índice;2017;102,06
Total Nacional;03 Asturias, Principado de;>150;Índice;2016;101,554
Total Nacional;03 Asturias, Principado de;>150;Índice;2015;100
Total Nacional;03 Asturias, Principado de;>150;Índice;2014;99,327
Total Nacional;03 Asturias, Principado de;>150;Índice;2013;98,55
Total Nacional;03 Asturias, Principado de;>150;Índice;2012;98,871
Total Nacional;03 Asturias, Principado de;>150;Índice;2011;99,657
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2023;1,2
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2022;2,6
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2021;1,2
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2020;1,3
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2019;0,1
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2018;1,4
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2017;0,5
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2016;1,6
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2015;0,7
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2014;0,8
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2013;-0,3
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2012;-0,8
Total Nacional;03 Asturias, Principado de;>150;Variación anual;2011;..
Total Nacional;04 Balears, Illes;Total;Índice;2023;123,906
Total Nacional;04 Balears, Illes;Total;Índice;2022;120,007
Total Nacional;04 Balears, Illes;Total;Índice;2021;115,745
Total Nacional;04 Balears, Illes;Total;Índice;2020;113,259
Total Nacional;04 Balears, Illes;Total;Índice;2019;113,469
Total Nacional;04 Balears, Illes;Total;Índice;2018;109,221
Total Nacional;04 Balears, Illes;Total;Índice;2017;105,011
Total Nacional;04 Balears, Illes;Total;Índice;2016;102,167
Total Nacional;04 Balears, Illes;Total;Índice;2015;100
Total Nacional;04 Balears, Illes;Total;Índice;2014;98,765
Total Nacional;04 Balears, Illes;Total;Índice;2013;98,206
Total Nacional;04 Balears, Illes;Total;Índice;2012;99,158
Total Nacional;04 Balears, Illes;Total;Índice;2011;100,055
Total Nacional;04 Balears, Illes;Total;Variación anual;2023;3,2
Total Nacional;04 Balears, Illes;Total;Variación anual;2022;3,7
Total Nacional;04 Balears, Illes;Total;Variación anual;2021;2,2
Total Nacional;04 Balears, Illes;Total;Variación anual;2020;-0,2
Total Nacional;04 Balears, Illes;Total;Variación anual;2019;3,9
Total Nacional;04 Balears, Illes;Total;Variación anual;2018;4
Total Nacional;04 Balears, Illes;Total;Variación anual;2017;2,8
Total Nacional;04 Balears, Illes;Total;Variación anual;2016;2,2
Total Nacional;04 Balears, Illes;Total;Variación anual;2015;1,3
Total Nacional;04 Balears, Illes;Total;Variación anual;2014;0,6
Total Nacional;04 Balears, Illes;Total;Variación anual;2013;-1
Total Nacional;04 Balears, Illes;Total;Variación anual;2012;-0,9
Total Nacional;04 Balears, Illes;Total;Variación anual;2011;..
Total Nacional;04 Balears, Illes;<=60;Índice;2023;126,704
Total Nacional;04 Balears, Illes;<=60;Índice;2022;122,778
Total Nacional;04 Balears, Illes;<=60;Índice;2021;118,274
Total Nacional;04 Balears, Illes;<=60;Índice;2020;115,664
Total Nacional;04 Balears, Illes;<=60;Índice;2019;115,982
Total Nacional;04 Balears, Illes;<=60;Índice;2018;110,524
Total Nacional;04 Balears, Illes;<=60;Índice;2017;105,901
Total Nacional;04 Balears, Illes;<=60;Índice;2016;102,655
Total Nacional;04 Balears, Illes;<=60;Índice;2015;100
