Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Tamaño del hogar;Periodo;Total
Total Nacional;Madrid, Comunidad de;Madrid;Total;2028;2.894.371
Total Nacional;Madrid, Comunidad de;Madrid;Total;2027;2.844.026
Total Nacional;Madrid, Comunidad de;Madrid;Total;2026;2.790.196
Total Nacional;Madrid, Comunidad de;Madrid;Total;2025;2.733.192
Total Nacional;Madrid, Comunidad de;Madrid;Total;2024;2.675.520
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2039;989.524
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2038;972.961
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2037;955.780
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2036;938.233
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2035;920.449
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2034;902.505
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2033;884.381
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2032;865.592
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2031;846.418
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2030;826.701
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2029;805.724
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2028;783.324
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2027;760.950
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2026;738.467
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2025;715.216
Total Nacional;Madrid, Comunidad de;Madrid;1 persona;2024;691.954
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2039;1.013.926
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2038;1.001.821
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2037;989.033
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2036;975.376
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2035;961.272
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2034;946.790
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2033;932.139
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2032;916.733
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2031;900.583
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2030;883.711
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2029;865.788
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2028;846.591
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2027;826.492
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2026;805.776
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2025;784.418
Total Nacional;Madrid, Comunidad de;Madrid;2 personas;2024;762.864
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2039;563.640
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2038;565.588
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2037;567.448
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2036;569.163
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2035;570.661
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2034;571.863
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2033;572.685
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2032;572.983
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2031;572.591
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2030;571.366
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2029;569.211
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2028;566.009
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2027;561.572
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2026;555.951
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2025;549.534
Total Nacional;Madrid, Comunidad de;Madrid;3 personas;2024;542.769
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2039;684.402
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2038;686.190
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2037;688.341
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2036;690.842
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2035;693.403
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2034;695.845
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2033;697.883
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2032;699.637
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2031;700.775
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2030;701.017
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2029;700.282
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2028;698.447
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2027;695.012
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2026;690.002
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2025;684.024
Total Nacional;Madrid, Comunidad de;Madrid;4 personas o más;2024;677.933
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2039;2,46
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2038;2,47
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2037;2,48
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2036;2,49
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2035;2,5
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2034;2,51
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2033;2,52
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2032;2,53
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2031;2,54
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2030;2,55
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2029;2,56
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2028;2,57
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2027;2,57
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2026;2,58
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2025;2,59
Total Nacional;Madrid, Comunidad de;Madrid;Tamaño medio;2024;2,6
Total Nacional;Murcia, Región de;;Total;2039;734.602
Total Nacional;Murcia, Región de;;Total;2038;726.075
Total Nacional;Murcia, Región de;;Total;2037;717.416
Total Nacional;Murcia, Región de;;Total;2036;708.644
Total Nacional;Murcia, Región de;;Total;2035;699.682
Total Nacional;Murcia, Región de;;Total;2034;690.523
Total Nacional;Murcia, Región de;;Total;2033;681.174
Total Nacional;Murcia, Región de;;Total;2032;671.398
Total Nacional;Murcia, Región de;;Total;2031;661.184
Total Nacional;Murcia, Región de;;Total;2030;650.322
Total Nacional;Murcia, Región de;;Total;2029;638.733
Total Nacional;Murcia, Región de;;Total;2028;626.197
Total Nacional;Murcia, Región de;;Total;2027;612.917
Total Nacional;Murcia, Región de;;Total;2026;598.967
Total Nacional;Murcia, Región de;;Total;2025;584.546
Total Nacional;Murcia, Región de;;Total;2024;570.133
Total Nacional;Murcia, Región de;;1 persona;2039;216.965
Total Nacional;Murcia, Región de;;1 persona;2038;212.188
Total Nacional;Murcia, Región de;;1 persona;2037;207.340
Total Nacional;Murcia, Región de;;1 persona;2036;202.488
Total Nacional;Murcia, Región de;;1 persona;2035;197.548
Total Nacional;Murcia, Región de;;1 persona;2034;192.560
Total Nacional;Murcia, Región de;;1 persona;2033;187.548
Total Nacional;Murcia, Región de;;1 persona;2032;182.382
Total Nacional;Murcia, Región de;;1 persona;2031;177.141
Total Nacional;Murcia, Región de;;1 persona;2030;171.744
Total Nacional;Murcia, Región de;;1 persona;2029;166.178
Total Nacional;Murcia, Región de;;1 persona;2028;160.304
Total Nacional;Murcia, Región de;;1 persona;2027;154.411
Total Nacional;Murcia, Región de;;1 persona;2026;148.451
Total Nacional;Murcia, Región de;;1 persona;2025;142.429
Total Nacional;Murcia, Región de;;1 persona;2024;136.538
Total Nacional;Murcia, Región de;;2 personas;2039;217.332
Total Nacional;Murcia, Región de;;2 personas;2038;213.426
Total Nacional;Murcia, Región de;;2 personas;2037;209.455
Total Nacional;Murcia, Región de;;2 personas;2036;205.385
Total Nacional;Murcia, Región de;;2 personas;2035;201.245
Total Nacional;Murcia, Región de;;2 personas;2034;197.028
Total Nacional;Murcia, Región de;;2 personas;2033;192.815
Total Nacional;Murcia, Región de;;2 personas;2032;188.495
Total Nacional;Murcia, Región de;;2 personas;2031;184.082
Total Nacional;Murcia, Región de;;2 personas;2030;179.490
Total Nacional;Murcia, Región de;;2 personas;2029;174.739
Total Nacional;Murcia, Región de;;2 personas;2028;169.763
Total Nacional;Murcia, Región de;;2 personas;2027;164.591
Total Nacional;Murcia, Región de;;2 personas;2026;159.323
Total Nacional;Murcia, Región de;;2 personas;2025;154.047
Total Nacional;Murcia, Región de;;2 personas;2024;148.775
Total Nacional;Murcia, Región de;;3 personas;2039;131.174
Total Nacional;Murcia, Región de;;3 personas;2038;130.747
Total Nacional;Murcia, Región de;;3 personas;2037;130.282
Total Nacional;Murcia, Región de;;3 personas;2036;129.772
Total Nacional;Murcia, Región de;;3 personas;2035;129.215
Total Nacional;Murcia, Región de;;3 personas;2034;128.600
Total Nacional;Murcia, Región de;;3 personas;2033;127.913
Total Nacional;Murcia, Región de;;3 personas;2032;127.131
Total Nacional;Murcia, Región de;;3 personas;2031;126.217
Total Nacional;Murcia, Región de;;3 personas;2030;125.150
Total Nacional;Murcia, Región de;;3 personas;2029;123.907
Total Nacional;Murcia, Región de;;3 personas;2028;122.470
Total Nacional;Murcia, Región de;;3 personas;2027;120.827
Total Nacional;Murcia, Región de;;3 personas;2026;118.998
Total Nacional;Murcia, Región de;;3 personas;2025;117.041
Total Nacional;Murcia, Región de;;3 personas;2024;115.036
Total Nacional;Murcia, Región de;;4 personas o más;2039;169.131
Total Nacional;Murcia, Región de;;4 personas o más;2038;169.714
Total Nacional;Murcia, Región de;;4 personas o más;2037;170.339
Total Nacional;Murcia, Región de;;4 personas o más;2036;170.999
Total Nacional;Murcia, Región de;;4 personas o más;2035;171.674
Total Nacional;Murcia, Región de;;4 personas o más;2034;172.335
Total Nacional;Murcia, Región de;;4 personas o más;2033;172.898
Total Nacional;Murcia, Región de;;4 personas o más;2032;173.390
Total Nacional;Murcia, Región de;;4 personas o más;2031;173.744
Total Nacional;Murcia, Región de;;4 personas o más;2030;173.938
Total Nacional;Murcia, Región de;;4 personas o más;2029;173.909
Total Nacional;Murcia, Región de;;4 personas o más;2028;173.660
Total Nacional;Murcia, Región de;;4 personas o más;2027;173.088
Total Nacional;Murcia, Región de;;4 personas o más;2026;172.195
Total Nacional;Murcia, Región de;;4 personas o más;2025;171.029
Total Nacional;Murcia, Región de;;4 personas o más;2024;169.784
Total Nacional;Murcia, Región de;;Tamaño medio;2039;2,49
Total Nacional;Murcia, Región de;;Tamaño medio;2038;2,5
Total Nacional;Murcia, Región de;;Tamaño medio;2037;2,51
Total Nacional;Murcia, Región de;;Tamaño medio;2036;2,53
Total Nacional;Murcia, Región de;;Tamaño medio;2035;2,54
Total Nacional;Murcia, Región de;;Tamaño medio;2034;2,56
Total Nacional;Murcia, Región de;;Tamaño medio;2033;2,58
Total Nacional;Murcia, Región de;;Tamaño medio;2032;2,59
Total Nacional;Murcia, Región de;;Tamaño medio;2031;2,61
Total Nacional;Murcia, Región de;;Tamaño medio;2030;2,63
Total Nacional;Murcia, Región de;;Tamaño medio;2029;2,64
Total Nacional;Murcia, Región de;;Tamaño medio;2028;2,66
Total Nacional;Murcia, Región de;;Tamaño medio;2027;2,68
Total Nacional;Murcia, Región de;;Tamaño medio;2026;2,7
Total Nacional;Murcia, Región de;;Tamaño medio;2025;2,72
Total Nacional;Murcia, Región de;;Tamaño medio;2024;2,74
Total Nacional;Murcia, Región de;Murcia;Total;2039;734.602
Total Nacional;Murcia, Región de;Murcia;Total;2038;726.075
Total Nacional;Murcia, Región de;Murcia;Total;2037;717.416
Total Nacional;Murcia, Región de;Murcia;Total;2036;708.644
Total Nacional;Murcia, Región de;Murcia;Total;2035;699.682
Total Nacional;Murcia, Región de;Murcia;Total;2034;690.523
Total Nacional;Murcia, Región de;Murcia;Total;2033;681.174
Total Nacional;Murcia, Región de;Murcia;Total;2032;671.398
Total Nacional;Murcia, Región de;Murcia;Total;2031;661.184
Total Nacional;Murcia, Región de;Murcia;Total;2030;650.322
Total Nacional;Murcia, Región de;Murcia;Total;2029;638.733
Total Nacional;Murcia, Región de;Murcia;Total;2028;626.197
Total Nacional;Murcia, Región de;Murcia;Total;2027;612.917
Total Nacional;Murcia, Región de;Murcia;Total;2026;598.967
Total Nacional;Murcia, Región de;Murcia;Total;2025;584.546
Total Nacional;Murcia, Región de;Murcia;Total;2024;570.133
Total Nacional;Murcia, Región de;Murcia;1 persona;2039;216.965
Total Nacional;Murcia, Región de;Murcia;1 persona;2038;212.188
Total Nacional;Murcia, Región de;Murcia;1 persona;2037;207.340
Total Nacional;Murcia, Región de;Murcia;1 persona;2036;202.488
Total Nacional;Murcia, Región de;Murcia;1 persona;2035;197.548
Total Nacional;Murcia, Región de;Murcia;1 persona;2034;192.560
Total Nacional;Murcia, Región de;Murcia;1 persona;2033;187.548
Total Nacional;Murcia, Región de;Murcia;1 persona;2032;182.382
Total Nacional;Murcia, Región de;Murcia;1 persona;2031;177.141
Total Nacional;Murcia, Región de;Murcia;1 persona;2030;171.744
Total Nacional;Murcia, Región de;Murcia;1 persona;2029;166.178
Total Nacional;Murcia, Región de;Murcia;1 persona;2028;160.304
Total Nacional;Murcia, Región de;Murcia;1 persona;2027;154.411
Total Nacional;Murcia, Región de;Murcia;1 persona;2026;148.451
Total Nacional;Murcia, Región de;Murcia;1 persona;2025;142.429
Total Nacional;Murcia, Región de;Murcia;1 persona;2024;136.538
Total Nacional;Murcia, Región de;Murcia;2 personas;2039;217.332
Total Nacional;Murcia, Región de;Murcia;2 personas;2038;213.426
Total Nacional;Murcia, Región de;Murcia;2 personas;2037;209.455
Total Nacional;Murcia, Región de;Murcia;2 personas;2036;205.385
Total Nacional;Murcia, Región de;Murcia;2 personas;2035;201.245
Total Nacional;Murcia, Región de;Murcia;2 personas;2034;197.028
Total Nacional;Murcia, Región de;Murcia;2 personas;2033;192.815
Total Nacional;Murcia, Región de;Murcia;2 personas;2032;188.495
Total Nacional;Murcia, Región de;Murcia;2 personas;2031;184.082
Total Nacional;Murcia, Región de;Murcia;2 personas;2030;179.490
Total Nacional;Murcia, Región de;Murcia;2 personas;2029;174.739
Total Nacional;Murcia, Región de;Murcia;2 personas;2028;169.763
Total Nacional;Murcia, Región de;Murcia;2 personas;2027;164.591
Total Nacional;Murcia, Región de;Murcia;2 personas;2026;159.323
Total Nacional;Murcia, Región de;Murcia;2 personas;2025;154.047
Total Nacional;Murcia, Región de;Murcia;2 personas;2024;148.775
Total Nacional;Murcia, Región de;Murcia;3 personas;2039;131.174
Total Nacional;Murcia, Región de;Murcia;3 personas;2038;130.747
Total Nacional;Murcia, Región de;Murcia;3 personas;2037;130.282
Total Nacional;Murcia, Región de;Murcia;3 personas;2036;129.772
Total Nacional;Murcia, Región de;Murcia;3 personas;2035;129.215
Total Nacional;Murcia, Región de;Murcia;3 personas;2034;128.600
Total Nacional;Murcia, Región de;Murcia;3 personas;2033;127.913
Total Nacional;Murcia, Región de;Murcia;3 personas;2032;127.131
Total Nacional;Murcia, Región de;Murcia;3 personas;2031;126.217
Total Nacional;Murcia, Región de;Murcia;3 personas;2030;125.150
Total Nacional;Murcia, Región de;Murcia;3 personas;2029;123.907
Total Nacional;Murcia, Región de;Murcia;3 personas;2028;122.470
Total Nacional;Murcia, Región de;Murcia;3 personas;2027;120.827
Total Nacional;Murcia, Región de;Murcia;3 personas;2026;118.998
Total Nacional;Murcia, Región de;Murcia;3 personas;2025;117.041
Total Nacional;Murcia, Región de;Murcia;3 personas;2024;115.036
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2039;169.131
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2038;169.714
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2037;170.339
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2036;170.999
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2035;171.674
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2034;172.335
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2033;172.898
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2032;173.390
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2031;173.744
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2030;173.938
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2029;173.909
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2028;173.660
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2027;173.088
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2026;172.195
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2025;171.029
Total Nacional;Murcia, Región de;Murcia;4 personas o más;2024;169.784
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2039;2,49
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2038;2,5
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2037;2,51
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2036;2,53
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2035;2,54
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2034;2,56
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2033;2,58
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2032;2,59
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2031;2,61
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2030;2,63
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2029;2,64
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2028;2,66
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2027;2,68
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2026;2,7
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2025;2,72
Total Nacional;Murcia, Región de;Murcia;Tamaño medio;2024;2,74
Total Nacional;Navarra, Comunidad Foral de;;Total;2039;319.209
Total Nacional;Navarra, Comunidad Foral de;;Total;2038;316.689
Total Nacional;Navarra, Comunidad Foral de;;Total;2037;314.028
Total Nacional;Navarra, Comunidad Foral de;;Total;2036;311.285
Total Nacional;Navarra, Comunidad Foral de;;Total;2035;308.464
Total Nacional;Navarra, Comunidad Foral de;;Total;2034;305.581
Total Nacional;Navarra, Comunidad Foral de;;Total;2033;302.650
Total Nacional;Navarra, Comunidad Foral de;;Total;2032;299.513
Total Nacional;Navarra, Comunidad Foral de;;Total;2031;296.204
Total Nacional;Navarra, Comunidad Foral de;;Total;2030;292.704
Total Nacional;Navarra, Comunidad Foral de;;Total;2029;288.924
Total Nacional;Navarra, Comunidad Foral de;;Total;2028;284.850
Total Nacional;Navarra, Comunidad Foral de;;Total;2027;280.577
Total Nacional;Navarra, Comunidad Foral de;;Total;2026;276.053
Total Nacional;Navarra, Comunidad Foral de;;Total;2025;271.398
Total Nacional;Navarra, Comunidad Foral de;;Total;2024;266.735
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2039;107.685
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2038;105.859
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2037;103.926
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2036;101.970
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2035;99.998
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2034;98.027
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2033;96.069
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2032;94.024
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2031;91.961
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2030;89.883
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2029;87.719
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2028;85.461
Total Nacional;Navarra, Comunidad Foral de;;1 persona;2027;83.246
