Comunidades;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;De 20 a 24 años;Total;1 de enero de 2012;2.538.898
Total Nacional;De 20 a 24 años;Total;1 de enero de 2011;2.611.257
Total Nacional;De 20 a 24 años;Total;1 de enero de 2010;2.695.223
Total Nacional;De 20 a 24 años;Total;1 de enero de 2009;2.785.825
Total Nacional;De 20 a 24 años;Total;1 de enero de 2008;2.839.138
Total Nacional;De 20 a 24 años;Total;1 de enero de 2007;2.854.845
Total Nacional;De 20 a 24 años;Total;1 de enero de 2006;2.936.593
Total Nacional;De 20 a 24 años;Total;1 de enero de 2005;3.031.633
Total Nacional;De 20 a 24 años;Total;1 de enero de 2004;3.093.882
Total Nacional;De 20 a 24 años;Total;1 de enero de 2003;3.202.594
Total Nacional;De 20 a 24 años;Total;1 de enero de 2002;""
Total Nacional;De 20 a 24 años;Total;1 de enero de 2001;""
Total Nacional;De 20 a 24 años;Total;1 de enero de 2000;""
Total Nacional;De 20 a 24 años;Total;1 de enero de 1999;""
Total Nacional;De 20 a 24 años;Total;1 de enero de 1998;""
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2022;1.242.864
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2021;1.222.249
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2020;1.207.902
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2019;1.177.825
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2018;1.166.902
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2017;1.169.260
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2016;1.181.459
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2015;1.199.353
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2014;1.225.875
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2013;1.257.866
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2012;1.290.015
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2011;1.326.358
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2010;1.371.030
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2009;1.421.538
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2008;1.451.460
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2007;1.457.797
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2006;1.504.389
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2005;1.553.976
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2004;1.583.540
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2003;1.642.044
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2002;""
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2001;""
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 2000;""
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 1999;""
Total Nacional;De 20 a 24 años;Hombres;1 de enero de 1998;""
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2022;1.173.169
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2021;1.160.199
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2020;1.152.765
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2019;1.127.478
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2018;1.121.194
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2017;1.124.077
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2016;1.135.522
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2015;1.155.245
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2014;1.183.648
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2013;1.218.243
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2012;1.248.883
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2011;1.284.899
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2010;1.324.193
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2009;1.364.287
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2008;1.387.678
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2007;1.397.048
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2006;1.432.204
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2005;1.477.657
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2004;1.510.342
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2003;1.560.550
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2002;""
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2001;""
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 2000;""
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 1999;""
Total Nacional;De 20 a 24 años;Mujeres;1 de enero de 1998;""
Total Nacional;De 25 a 29 años;Total;1 de enero de 2022;2.525.639
Total Nacional;De 25 a 29 años;Total;1 de enero de 2021;2.548.736
Total Nacional;De 25 a 29 años;Total;1 de enero de 2020;2.583.973
Total Nacional;De 25 a 29 años;Total;1 de enero de 2019;2.566.361
Total Nacional;De 25 a 29 años;Total;1 de enero de 2018;2.557.214
Total Nacional;De 25 a 29 años;Total;1 de enero de 2017;2.567.258
Total Nacional;De 25 a 29 años;Total;1 de enero de 2016;2.616.684
Total Nacional;De 25 a 29 años;Total;1 de enero de 2015;2.695.630
Total Nacional;De 25 a 29 años;Total;1 de enero de 2014;2.808.721
Total Nacional;De 25 a 29 años;Total;1 de enero de 2013;2.953.136
Total Nacional;De 25 a 29 años;Total;1 de enero de 2012;3.115.511
Total Nacional;De 25 a 29 años;Total;1 de enero de 2011;3.274.267
Total Nacional;De 25 a 29 años;Total;1 de enero de 2010;3.444.435
Total Nacional;De 25 a 29 años;Total;1 de enero de 2009;3.601.767
Total Nacional;De 25 a 29 años;Total;1 de enero de 2008;3.714.625
Total Nacional;De 25 a 29 años;Total;1 de enero de 2007;3.736.671
Total Nacional;De 25 a 29 años;Total;1 de enero de 2006;3.817.716
Total Nacional;De 25 a 29 años;Total;1 de enero de 2005;3.842.364
Total Nacional;De 25 a 29 años;Total;1 de enero de 2004;3.787.336
Total Nacional;De 25 a 29 años;Total;1 de enero de 2003;3.739.772
Total Nacional;De 25 a 29 años;Total;1 de enero de 2002;""
Total Nacional;De 25 a 29 años;Total;1 de enero de 2001;""
Total Nacional;De 25 a 29 años;Total;1 de enero de 2000;""
Total Nacional;De 25 a 29 años;Total;1 de enero de 1999;""
Total Nacional;De 25 a 29 años;Total;1 de enero de 1998;""
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2022;1.283.120
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2021;1.292.889
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2020;1.308.197
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2019;1.295.737
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2018;1.287.532
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2017;1.289.737
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2016;1.311.613
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2015;1.350.302
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2014;1.407.918
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2013;1.484.299
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2012;1.573.691
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2011;1.662.639
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2010;1.758.840
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2009;1.849.833
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2008;1.915.080
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2007;1.926.676
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2006;1.974.135
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2005;1.986.840
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2004;1.951.669
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2003;1.926.047
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2002;""
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2001;""
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 2000;""
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 1999;""
Total Nacional;De 25 a 29 años;Hombres;1 de enero de 1998;""
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2022;1.242.519
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2021;1.255.847
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2020;1.275.776
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2019;1.270.624
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2018;1.269.682
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2017;1.277.521
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2016;1.305.071
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2015;1.345.328
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2014;1.400.803
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2013;1.468.837
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2012;1.541.820
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2011;1.611.628
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2010;1.685.595
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2009;1.751.934
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2008;1.799.545
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2007;1.809.995
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2006;1.843.581
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2005;1.855.524
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2004;1.835.667
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2003;1.813.725
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2002;""
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2001;""
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 2000;""
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 1999;""
Total Nacional;De 25 a 29 años;Mujeres;1 de enero de 1998;""
Total Nacional;De 30 a 34 años;Total;1 de enero de 2022;2.751.935
Total Nacional;De 30 a 34 años;Total;1 de enero de 2021;2.786.314
Total Nacional;De 30 a 34 años;Total;1 de enero de 2020;2.839.403
Total Nacional;De 30 a 34 años;Total;1 de enero de 2019;2.860.390
Total Nacional;De 30 a 34 años;Total;1 de enero de 2018;2.909.061
Total Nacional;De 30 a 34 años;Total;1 de enero de 2017;3.012.895
Total Nacional;De 30 a 34 años;Total;1 de enero de 2016;3.154.713
Total Nacional;De 30 a 34 años;Total;1 de enero de 2015;3.328.153
Total Nacional;De 30 a 34 años;Total;1 de enero de 2014;3.520.289
Total Nacional;De 30 a 34 años;Total;1 de enero de 2013;3.746.504
Total Nacional;De 30 a 34 años;Total;1 de enero de 2012;3.924.173
Total Nacional;De 30 a 34 años;Total;1 de enero de 2011;4.059.412
Total Nacional;De 30 a 34 años;Total;1 de enero de 2010;4.143.573
Total Nacional;De 30 a 34 años;Total;1 de enero de 2009;4.190.045
Total Nacional;De 30 a 34 años;Total;1 de enero de 2008;4.136.460
Total Nacional;De 30 a 34 años;Total;1 de enero de 2007;4.022.221
Total Nacional;De 30 a 34 años;Total;1 de enero de 2006;3.947.739
Total Nacional;De 30 a 34 años;Total;1 de enero de 2005;3.850.837
Total Nacional;De 30 a 34 años;Total;1 de enero de 2004;3.707.232
Total Nacional;De 30 a 34 años;Total;1 de enero de 2003;3.631.764
Total Nacional;De 30 a 34 años;Total;1 de enero de 2002;""
Total Nacional;De 30 a 34 años;Total;1 de enero de 2001;""
Total Nacional;De 30 a 34 años;Total;1 de enero de 2000;""
Total Nacional;De 30 a 34 años;Total;1 de enero de 1999;""
Total Nacional;De 30 a 34 años;Total;1 de enero de 1998;""
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2022;1.384.020
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2021;1.397.270
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2020;1.421.558
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2019;1.429.731
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2018;1.453.495
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2017;1.508.094
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2016;1.585.077
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2015;1.678.351
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2014;1.783.461
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2013;1.908.998
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2012;2.012.090
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2011;2.088.902
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2010;2.140.960
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2009;2.173.755
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2008;2.149.227
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2007;2.084.538
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2006;2.048.188
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2005;1.993.837
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2004;1.909.883
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2003;1.866.097
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2002;""
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2001;""
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 2000;""
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 1999;""
Total Nacional;De 30 a 34 años;Hombres;1 de enero de 1998;""
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2022;1.367.915
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2021;1.389.044
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2020;1.417.845
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2019;1.430.659
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2018;1.455.566
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2017;1.504.801
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2016;1.569.636
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2015;1.649.802
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2014;1.736.828
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2013;1.837.506
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2012;1.912.083
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2011;1.970.510
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2010;2.002.613
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2009;2.016.290
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2008;1.987.233
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2007;1.937.683
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2006;1.899.551
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2005;1.857.000
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2004;1.797.349
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2003;1.765.667
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2002;""
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2001;""
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 2000;""
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 1999;""
Total Nacional;De 30 a 34 años;Mujeres;1 de enero de 1998;""
Total Nacional;De 35 a 39 años;Total;1 de enero de 2022;3.132.328
Total Nacional;De 35 a 39 años;Total;1 de enero de 2021;3.250.538
Total Nacional;De 35 a 39 años;Total;1 de enero de 2020;3.391.000
Total Nacional;De 35 a 39 años;Total;1 de enero de 2019;3.492.600
Total Nacional;De 35 a 39 años;Total;1 de enero de 2018;3.624.705
Total Nacional;De 35 a 39 años;Total;1 de enero de 2017;3.754.948
Total Nacional;De 35 a 39 años;Total;1 de enero de 2016;3.888.273
Total Nacional;De 35 a 39 años;Total;1 de enero de 2015;3.989.889
Total Nacional;De 35 a 39 años;Total;1 de enero de 2014;4.077.813
Total Nacional;De 35 a 39 años;Total;1 de enero de 2013;4.125.053
Total Nacional;De 35 a 39 años;Total;1 de enero de 2012;4.136.270
Total Nacional;De 35 a 39 años;Total;1 de enero de 2011;4.095.793
Total Nacional;De 35 a 39 años;Total;1 de enero de 2010;4.046.119
Total Nacional;De 35 a 39 años;Total;1 de enero de 2009;3.987.219
Total Nacional;De 35 a 39 años;Total;1 de enero de 2008;3.914.570
Total Nacional;De 35 a 39 años;Total;1 de enero de 2007;3.806.556
Total Nacional;De 35 a 39 años;Total;1 de enero de 2006;3.748.977
Total Nacional;De 35 a 39 años;Total;1 de enero de 2005;3.682.374
Total Nacional;De 35 a 39 años;Total;1 de enero de 2004;3.603.286
Total Nacional;De 35 a 39 años;Total;1 de enero de 2003;3.543.043
Total Nacional;De 35 a 39 años;Total;1 de enero de 2002;""
Total Nacional;De 35 a 39 años;Total;1 de enero de 2001;""
Total Nacional;De 35 a 39 años;Total;1 de enero de 2000;""
Total Nacional;De 35 a 39 años;Total;1 de enero de 1999;""
Total Nacional;De 35 a 39 años;Total;1 de enero de 1998;""
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2022;1.563.840
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2021;1.627.389
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2020;1.702.135
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2019;1.757.401
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2018;1.830.478
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2017;1.904.963
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2016;1.979.773
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2015;2.037.837
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2014;2.089.737
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2013;2.120.436
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2012;2.130.552
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2011;2.112.291
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2010;2.089.076
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2009;2.060.177
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2008;2.023.226
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2007;1.959.174
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2006;1.927.765
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2005;1.885.715
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2004;1.835.724
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2003;1.800.981
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2002;""
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2001;""
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 2000;""
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 1999;""
Total Nacional;De 35 a 39 años;Hombres;1 de enero de 1998;""
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2022;1.568.488
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2021;1.623.149
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2020;1.688.865
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2019;1.735.199
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2018;1.794.227
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2017;1.849.985
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2016;1.908.500
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2015;1.952.052
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2014;1.988.076
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2013;2.004.617
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2012;2.005.718
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2011;1.983.502
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2010;1.957.043
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2009;1.927.042
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2008;1.891.344
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2007;1.847.382
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2006;1.821.212
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2005;1.796.659
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2004;1.767.562
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2003;1.742.062
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2002;""
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2001;""
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 2000;""
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 1999;""
Total Nacional;De 35 a 39 años;Mujeres;1 de enero de 1998;""
Total Nacional;De 40 a 44 años;Total;1 de enero de 2022;3.816.395
