Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2016;11.233
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2015;11.057
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2023;15.750
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2022;15.050
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2021;12.250
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2020;12.250
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2019;12.250
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2018;10.850
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2017;10.850
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2016;10.850
42081 Espejón;4208101 Espejón distrito 01;;Mediana de la renta por unidad de consumo;2015;9.450
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2023;12.777
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2022;12.301
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2021;11.156
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2020;10.278
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2019;9.937
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2018;8.845
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2017;8.761
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2016;8.262
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por persona;2015;8.247
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2023;26.790
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2022;25.887
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2021;23.296
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2020;22.242
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2019;21.436
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2018;20.148
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2017;19.367
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2016;18.407
42081 Espejón;4208101 Espejón distrito 01;;Renta bruta media por hogar;2015;18.183
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2023;11.243
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2022;10.924
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2021;10.086
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2020;9.447
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2019;9.184
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2018;8.186
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2017;7.982
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2016;7.582
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por persona;2015;7.603
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2023;23.573
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2022;22.990
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2021;21.062
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2020;20.446
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2019;19.811
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2018;18.645
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2017;17.644
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2016;16.892
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta neta media por hogar;2015;16.763
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2023;15.949
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2022;15.541
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2021;14.163
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2020;13.351
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2019;12.945
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2018;11.695
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2017;11.674
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2016;11.233
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Media de la renta por unidad de consumo;2015;11.057
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2023;15.750
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2022;15.050
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2021;12.250
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2020;12.250
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2019;12.250
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2018;10.850
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2017;10.850
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2016;10.850
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Mediana de la renta por unidad de consumo;2015;9.450
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2023;12.777
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2022;12.301
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2021;11.156
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2020;10.278
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2019;9.937
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2018;8.845
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2017;8.761
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2016;8.262
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por persona;2015;8.247
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2023;26.790
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2022;25.887
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2021;23.296
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2020;22.242
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2019;21.436
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2018;20.148
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2017;19.367
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2016;18.407
42081 Espejón;4208101 Espejón distrito 01;4208101001 Espejón sección 01001;Renta bruta media por hogar;2015;18.183
42082 Estepa de San Juan;;;Renta neta media por persona;2023;17.967
42082 Estepa de San Juan;;;Renta neta media por persona;2022;17.112
42082 Estepa de San Juan;;;Renta neta media por persona;2021;16.256
42082 Estepa de San Juan;;;Renta neta media por persona;2020;14.946
42082 Estepa de San Juan;;;Renta neta media por persona;2019;.
42082 Estepa de San Juan;;;Renta neta media por persona;2018;.
42082 Estepa de San Juan;;;Renta neta media por persona;2017;.
42082 Estepa de San Juan;;;Renta neta media por persona;2016;.
42082 Estepa de San Juan;;;Renta neta media por persona;2015;.
42082 Estepa de San Juan;;;Renta neta media por hogar;2023;37.127
42082 Estepa de San Juan;;;Renta neta media por hogar;2022;35.618
42082 Estepa de San Juan;;;Renta neta media por hogar;2021;32.989
42082 Estepa de San Juan;;;Renta neta media por hogar;2020;30.983
42082 Estepa de San Juan;;;Renta neta media por hogar;2019;.
42082 Estepa de San Juan;;;Renta neta media por hogar;2018;.
42082 Estepa de San Juan;;;Renta neta media por hogar;2017;.
42082 Estepa de San Juan;;;Renta neta media por hogar;2016;.
42082 Estepa de San Juan;;;Renta neta media por hogar;2015;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2023;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2022;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2021;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2020;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2019;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2018;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2017;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2016;.
42082 Estepa de San Juan;;;Media de la renta por unidad de consumo;2015;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2023;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2022;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2021;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2020;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2019;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2018;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2017;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2016;.
42082 Estepa de San Juan;;;Mediana de la renta por unidad de consumo;2015;.
42082 Estepa de San Juan;;;Renta bruta media por persona;2023;22.042
42082 Estepa de San Juan;;;Renta bruta media por persona;2022;20.778
42082 Estepa de San Juan;;;Renta bruta media por persona;2021;19.328
42082 Estepa de San Juan;;;Renta bruta media por persona;2020;17.453
42082 Estepa de San Juan;;;Renta bruta media por persona;2019;.
42082 Estepa de San Juan;;;Renta bruta media por persona;2018;.
42082 Estepa de San Juan;;;Renta bruta media por persona;2017;.
42082 Estepa de San Juan;;;Renta bruta media por persona;2016;.
42082 Estepa de San Juan;;;Renta bruta media por persona;2015;.
42082 Estepa de San Juan;;;Renta bruta media por hogar;2023;45.546
42082 Estepa de San Juan;;;Renta bruta media por hogar;2022;43.248
42082 Estepa de San Juan;;;Renta bruta media por hogar;2021;39.224
42082 Estepa de San Juan;;;Renta bruta media por hogar;2020;36.180
42082 Estepa de San Juan;;;Renta bruta media por hogar;2019;.
42082 Estepa de San Juan;;;Renta bruta media por hogar;2018;.
42082 Estepa de San Juan;;;Renta bruta media por hogar;2017;.
42082 Estepa de San Juan;;;Renta bruta media por hogar;2016;.
42082 Estepa de San Juan;;;Renta bruta media por hogar;2015;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2023;17.967
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2022;17.112
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2021;16.256
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2020;14.946
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2019;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2018;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2017;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2016;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por persona;2015;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2023;37.127
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2022;35.618
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2021;32.989
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2020;30.983
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2019;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2018;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2017;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2016;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Renta neta media por hogar;2015;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2023;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2022;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2021;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2020;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2019;.
42082 Estepa de San Juan;4208201 Estepa de San Juan distrito 01;;Media de la renta por unidad de consumo;2018;.
